ID,TEMPOS,TRATAMENTO EM EVIDENCIA,TRATAMENTO COMPARADO,VALUE,STD.ERROR,DF,T.VALUE,P.VALUE,SIGN.
257,4,CMS21,PPS21,9.0552117735474,0.681879812868199,120,13.279776879533,2.59495302590148e-25,*
258,6,CMS21,PPS21,-7.60498156013081,0.681879812868199,120,-11.1529648137579,2.95624490345108e-20,*
259,8,CMS21,PPS21,-8.45186252865638,0.681879812868198,120,-12.3949446356319,3.19636682286875e-23,*
260,12,CMS21,PPS21,-9.0286942439503,0.681879812868198,120,-13.2408880180406,3.20240075073332e-25,*
261,16,CMS21,PPS21,-4.10774901943933,0.681879812868199,120,-6.02415402526856,1.91589415698487e-08,*
262,0,CMS21,QTS21,1.27432286795018e-15,0.681879812868199,120,1.86883794460783e-15,0.999999999999998,NS
263,1,CMS21,QTS21,54.7550060429113,0.681879812868199,120,80.3000836945073,3.71413913673202e-106,*
264,2,CMS21,QTS21,53.1095969358803,0.681879812868199,120,77.8870351249802,1.34978253443979e-104,*
265,3,CMS21,QTS21,29.0861932886024,0.681879812868199,120,42.655894396194,2.31327007214834e-74,*
266,4,CMS21,QTS21,5.09158006945183,0.681879812868199,120,7.46697581210838,1.44445855585305e-11,*
267,6,CMS21,QTS21,-14.4842027597406,0.681879812868198,120,-21.2415773079065,1.7992218367246e-42,*
268,8,CMS21,QTS21,-16.790373535658,0.681879812868199,120,-24.6236553990834,9.61595110810974e-49,*
269,12,CMS21,QTS21,-16.888976839503,0.681879812868198,120,-24.7682605068814,5.3406661351208e-49,*
270,16,CMS21,QTS21,-12.0447103629844,0.681879812868199,120,-17.663978513047,3.5614273261077e-35,*
271,0,MRS21,CMS21,-2.20446815306303e-17,0.681879812868114,120,-3.23292772635491e-17,1,NS
272,1,MRS21,CMS21,-8.88080120112219,0.681879812868113,120,-13.0239978270773,1.03726495730075e-24,*
273,2,MRS21,CMS21,-30.4507775771214,0.681879812868114,120,-44.657103792294,1.30415190995748e-76,*
274,3,MRS21,CMS21,-25.0268268563577,0.681879812868114,120,-36.7026950850623,4.39709836700976e-67,*
275,4,MRS21,CMS21,-7.5225088735194,0.681879812868114,120,-11.0320158062435,5.76350335496029e-20,*
276,6,MRS21,CMS21,3.66054043915156,0.681879812868114,120,5.36830739093836,3.94101997681431e-07,*
277,8,MRS21,CMS21,3.25807611500533,0.681879812868114,120,4.77807973417083,5.06114656706897e-06,*
278,12,MRS21,CMS21,2.93287342043871,0.681879812868114,120,4.30115889206705,3.48199429528191e-05,*
279,16,MRS21,CMS21,-5.57671929272639,0.681879812868114,120,-8.17844902794477,3.423872468605e-13,*
280,0,MRS21,CPS21,9.42802704799902e-15,0.681879812868114,120,1.38265231937912e-14,0.999999999999989,NS
281,1,MRS21,CPS21,36.8985374775593,0.681879812868114,120,54.1129635769055,3.78597564243409e-86,*
282,2,MRS21,CPS21,24.3672077196075,0.681879812868114,120,35.7353411257543,8.30675301959816e-66,*
283,3,MRS21,CPS21,9.27977791945573,0.681879812868114,120,13.6091107909813,4.39303289492382e-26,*
284,4,MRS21,CPS21,1.77707560144036,0.681879812868114,120,2.60614197385555,0.0103166946600643,*
285,6,MRS21,CPS21,-6.78221436394706,0.681879812868114,120,-9.94634866138624,2.30298916073173e-17,*
286,8,MRS21,CPS21,-8.05942215718272,0.681879812868114,120,-11.8194174473113,7.51228501017766e-22,*
287,12,MRS21,CPS21,-9.38075809522807,0.681879812868114,120,-13.75720166252,1.98265512650433e-26,*
288,16,MRS21,CPS21,-16.7046342430442,0.681879812868114,120,-24.4979158024658,1.60653816931193e-48,*
289,0,MRS21,CVS21,2.68521286669711e-15,0.681879812868114,120,3.93795624393485e-15,0.999999999999997,NS
290,1,MRS21,CVS21,39.3825633728383,0.681879812868114,120,57.7558722660932,2.02953435663645e-89,*
291,2,MRS21,CVS21,29.687771984012,0.681879812868114,120,43.5381300689042,2.29914396211463e-75,*
292,3,MRS21,CVS21,15.8302461831957,0.681879812868114,120,23.2155958930808,3.33798382047589e-46,*
293,4,MRS21,CVS21,9.8795522068932,0.681879812868114,120,14.4887002378586,4.01580834333586e-28,*
294,6,MRS21,CVS21,1.07492275100203,0.681879812868114,120,1.57641087287905,0.117563829288968,*
295,8,MRS21,CVS21,-0.525416248495968,0.681879812868114,120,-0.770540846906684,0.442493534678737,*
296,12,MRS21,CVS21,0.106827741815454,0.681879812868114,120,0.156666526562969,0.875770945014801,NS
297,16,MRS21,CVS21,-3.51323051573817,0.681879812868114,120,-5.15227236448146,1.0234037693159e-06,*
298,0,MRS21,MBS21,-1.48950161429986e-13,0.681879812868114,120,-2.18440491445954e-13,0.999999999999826,NS
299,1,MRS21,MBS21,-8.62827419949084,0.681879812868113,120,-12.6536583671523,7.77954563602611e-24,*
300,2,MRS21,MBS21,-28.5540613615861,0.681879812868113,120,-41.875504777715,1.84681129327528e-73,*
301,3,MRS21,MBS21,-25.9278578340425,0.681879812868114,120,-38.0240877420687,8.80320456552443e-69,*
302,4,MRS21,MBS21,-15.7333582628055,0.681879812868114,120,-23.0735064536198,6.10033503073734e-46,*
303,6,MRS21,MBS21,-12.8818931298806,0.681879812868114,120,-18.8917355914922,9.30162895453953e-38,*
304,8,MRS21,MBS21,-13.2464317798173,0.681879812868114,120,-19.4263439536366,7.40800258420924e-39,*
305,12,MRS21,MBS21,-13.4054404097337,0.681879812868114,120,-19.6595355321459,2.48488521471091e-39,*
306,16,MRS21,MBS21,-10.2268400472174,0.681879812868113,120,-14.9980096993947,2.74563518655682e-29,*
307,0,MRS21,PPS21,-1.2478566623424e-14,0.681879812868114,120,-1.83002435149632e-14,0.999999999999985,NS
308,1,MRS21,PPS21,0.548728917364154,0.681879812868113,120,0.804729670843456,0.42256719687553,*
309,2,MRS21,PPS21,-4.50754201469246,0.681879812868114,120,-6.61046408711367,1.11476447995359e-09,*
310,3,MRS21,PPS21,-1.80815124832546,0.681879812868114,120,-2.65171546979817,0.00909022601911969,*
311,4,MRS21,PPS21,1.53270290002802,0.681879812868114,120,2.24776107329118,0.0264179303041638,*
312,6,MRS21,PPS21,-3.94444112097925,0.681879812868114,120,-5.78465742282089,5.90191541612661e-08,*
313,8,MRS21,PPS21,-5.19378641365105,0.681879812868114,120,-7.61686490146263,6.62307500051047e-12,*
314,12,MRS21,PPS21,-6.0958208235116,0.681879812868114,120,-8.9397291259752,5.68874834520446e-15,*
315,16,MRS21,PPS21,-9.68446831216573,0.681879812868114,120,-14.2026030532141,1.83400788459308e-27,*
316,0,MRS21,QTS21,-2.01632413670749e-15,0.681879812868114,120,-2.95700811001641e-15,0.999999999999998,NS
317,1,MRS21,QTS21,45.8742048417891,0.681879812868114,120,67.27608586744,3.91518880840793e-97,*
318,2,MRS21,QTS21,22.658819358759,0.681879812868114,120,33.2299313326959,2.30456803205853e-62,*
319,3,MRS21,QTS21,4.05936643224473,0.681879812868114,120,5.95319931113707,2.68016474862207e-08,*
320,4,MRS21,QTS21,-2.43092880406756,0.681879812868114,120,-3.56503999413419,0.000523315434945582,*
321,6,MRS21,QTS21,-10.8236623205891,0.681879812868114,120,-15.8732699169708,2.92010760865871e-31,*
322,8,MRS21,QTS21,-13.5322974206527,0.681879812868113,120,-19.8455756649157,1.04465149008787e-39,*
323,12,MRS21,QTS21,-13.9561034190644,0.681879812868114,120,-20.4671016148174,5.96217064739561e-41,*
324,16,MRS21,QTS21,-17.6214296557108,0.681879812868114,120,-25.842427540994,7.27075244750957e-51,*
